Election_ID,State,Constituency_Code,Constituency_Name,Round,Last_Updated_Time,Candidate_Name,Party,Gender,Age,Education,Criminal_Cases,Assets_Cr,Liabilities_Cr,Campaign_Spending_Cr,Social_Media_Followers,Speech_Sentiment,Popularity_Score,Historical_Win_Rate,Registered_Voters,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Vote_Surge_Score,Constituency_Volatility,Independent_Candidate_Count,Voter_Turnout,Urban_Voter_Ratio,Rural_Voter_Ratio,Postal_Vote_Ratio,Fraud_Risk_Score,Anomaly_Score,Strategic_Manipulation_Score,Bot_Activity_Flag,Fake_News_Score,Cyber_Attack_Risk,Booth_Capture_Risk,Deepfake_Propagation_Score,Suspicious_Timing_Index,Vote_Injection_Risk,Attack_Type,Defense_Strategy,Adversarial_Pressure,Strategic_Polarization_Index,Influence_Network_Strength,Vote_Change_Per_Round,Late_Round_Surge,Time_Between_Updates_min,Sequential_Risk_Score,EVM_Device_ID,Server_Delay_ms,Network_Failure_Count,Power_Outage_Risk,Noise_Float_1,Noise_Float_2,Noise_Category,Correlated_Noise_Score,Fraud_Proxy_Duplicate,Election_Result,Fraud_Label,Risk_Category
6610e9b1-9e99-48ea-8303-04db383de537,Assam,C0090,Suryapet,2,2024-04-26T02:55:56.698643+05:53,Parth Mallick,INC,Female,72,Post-Graduate,0,11.74,4.88,,13213,0.0434,0.4486,0.1615,106910,68108,9160,77268,72.27,0.1047,0.0785,5,0.7227,0.4035,0.5965,0.1186,0.2246,0.1599,0.1882,False,0.2139,0.3554,0.3185,0.1621,0.1531,0.1801,Cyber Intrusion,AI Monitoring,0.8651,0.5699,0.4165,-0.018,0.0,115.4,0.1165,EVM-JQ461GAQ,506.6,4,0.0922,12.926,16.624,E,0.1509,0.2133,Lost,0,Low
c9980a7f-2ddb-47ef-b556-997c4c0ceec6,Tamil Nadu,C0075,Uluberia,2,2024-04-27T10:24:13.526019+05:53,Pranav Tripathi,CPM,Male,48,Post-Graduate,4,26.25,9.68,7.88,63120,,0.4744,0.5068,100404,66165,10532,76697,76.39,0.1249,0.3816,3,0.7639,0.2226,0.7774,0.1373,0.2563,0.1857,0.1673,False,0.1016,0.1938,0.3788,0.0558,0.1547,0.1487,Cyber Intrusion,Multi-layer Encryption,0.8631,0.5257,0.128,-0.0886,0.0,62.4,0.1197,EVM-TO654YZA,276.5,1,0.0788,56.592,61.224,E,0.3842,0.2912,Lost,0,Medium
6c9267dc-4acf-4dd1-8af4-dbcf76b4156f,Uttar Pradesh,C0260,Ongole,3,2024-05-07T19:49:28.213608+05:53,Bhavya Datta,BJP,Male,58,Graduate,0,5.15,1.48,1.84,10963,0.3311,0.6008,0.4416,276328,210546,14321,224867,81.38,0.1418,0.4447,6,0.8138,0.3444,0.6556,0.0637,0.4401,0.4412,0.4081,True,0.5927,0.3381,0.5693,0.6974,0.2113,0.1859,Cyber Intrusion,Network Firewall,0.8498,0.6279,0.4779,,0.0,66.1,0.2939,EVM-HQ177XKS,139.5,2,0.2416,3.996,66.329,E,0.3819,0.4242,Won,1,Medium
95da21b4-e1e3-47e6-b10c-56b93ef3c6a5,Haryana,C0333,Nanded,4,2024-05-13T15:00:01.127760+05:53,Logan Pandit,BJP,Male,60,12th Pass,3,2.26,0.38,0.41,12702,0.4525,0.5406,0.4345,119860,87208,2919,90127,75.19,0.0848,0.1998,4,0.7519,0.5147,0.4853,0.0324,0.298,0.3084,0.3639,True,0.5048,0.3607,0.3274,0.6208,0.1371,0.1503,Cyber Intrusion,Multi-layer Encryption,0.8291,0.6366,0.4646,-0.0015,0.0,72.9,0.2779,EVM-TO047RCD,246.6,2,0.1913,11.596,54.769,C,0.1311,0.3286,Lost,1,Medium
37665982-fc5c-418a-8551-a0a26fa4557d,Bihar,C0480,Gaya,3,2024-05-07T03:24:17.368523+05:53,Hema Bajwa,SAD,Female,37,10th Pass,6,0.57,0.14,0.06,5399,0.4236,0.4917,0.0841,54245,33569,3970,37539,69.2,0.0203,0.0811,4,0.692,0.3824,0.6176,0.1058,0.336,0.3078,0.4244,True,0.4973,0.4174,0.366,0.6055,0.1497,0.1548,Cyber Intrusion,Multi-layer Encryption,1.0,0.6558,0.3459,0.0227,0.0,43.6,0.2128,EVM-QY592KAH,221.6,2,0.0935,72.301,55.931,A,0.1242,0.1696,Lost,0,Medium
e082fcba-bd1c-40d0-80ec-5b00a7313a38,Telangana,C0222,Erode,6,2024-05-25T10:59:34.220643+05:53,Amara Kata,YSRCP,Female,64,Post-Graduate,4,4.08,0.45,0.99,110536,0.7292,0.7261,0.1791,124875,90137,3735,93872,75.17,0.0919,0.284,8,0.7517,0.3107,0.6893,0.0398,0.2471,0.2485,0.1914,False,0.1525,0.3163,0.2994,0.1316,0.4777,0.1023,Cyber Intrusion,AI Monitoring,0.9431,0.6252,0.2247,-0.0306,0.0056,219.3,0.2338,EVM-WK729OEQ,214.2,4,0.0737,3.401,46.714,C,0.0,0.3861,Lost,0,Medium
66b76f3e-bc2c-41eb-84b7-462917bd5777,Tamil Nadu,C0383,Dibrugarh,5,2024-05-22T00:01:53.031203+05:53,Onkar Srinivasan,AAP,Male,57,Graduate,0,5.53,1.24,1.3,12904,0.2349,0.5492,0.4612,56971,42246,2106,44352,77.85,0.1113,0.4516,2,0.7785,0.7789,0.2211,0.0475,0.3117,0.4426,0.3645,True,0.4634,0.3704,0.3357,,0.5402,0.0967,Cyber Intrusion,Media Fact-Check,1.0,0.6124,0.2985,,0.3249,33.6,0.4946,EVM-UI100FIV,171.6,1,0.3234,34.368,67.141,D,0.0,0.2336,Won,1,Medium
e03fc2c5-21e1-495d-b1c6-7f03dc6b305f,Gujarat,C0466,Gudivada,2,2024-04-27T12:00:11.230099+05:53,Balendra Chaudhry,CPM,Male,52,Graduate,0,11.23,0.07,4.11,4872,0.8611,0.6964,0.5038,88078,40668,9473,50141,56.93,0.1186,0.348,9,0.5693,0.2097,0.7903,0.1889,0.1601,0.1721,0.2317,False,0.1647,0.3605,0.3322,0.1354,0.1774,0.2274,Cyber Intrusion,Multi-layer Encryption,0.7983,0.5691,0.249,0.021,0.0,31.9,0.1222,EVM-DU972FDD,328.0,3,0.5012,19.981,63.225,E,0.0103,0.1189,Lost,0,Low
d4607bfb-4ac3-4bcc-a6dc-ecd3d4f7f4c2,Madhya Pradesh,C0472,Noida,1,2024-04-19T10:14:32.015767+05:53,Sai Barad,INC,Male,37,Post-Graduate,0,4.74,0.54,1.66,9433,0.3103,0.5076,0.3209,218633,114199,5869,120068,54.92,0.137,0.2149,4,0.5492,0.2511,0.7489,0.0489,0.2803,0.2022,0.2364,False,0.2045,0.3811,0.615,0.186,0.1785,0.1602,Cyber Intrusion,Network Firewall,0.8382,0.5681,0.2725,-0.0339,0.0,196.6,0.1165,EVM-XO296BCA,690.5,3,0.1307,94.813,19.554,D,0.3541,0.1566,Won,1,Medium
9ff85b1f-590f-4cb7-84b7-decdf344367a,Karnataka,C0141,Chennai,7,2024-06-01T18:55:02.546999+05:53,Zarna Sami,BJP,Male,60,Below 10th,0,2.31,0.81,0.65,10525,0.8746,0.6499,0.4307,112852,51412,37011,88423,78.35,0.1166,0.6748,4,0.7835,0.4138,0.5862,0.4186,0.3324,0.3555,0.3225,False,0.1761,0.409,0.4366,0.1206,0.5842,0.513,Cyber Intrusion,Multi-layer Encryption,1.0,0.6556,0.1557,-0.031,0.4623,121.4,0.4477,EVM-FY571UGZ,406.0,1,0.4685,24.921,54.908,D,0.0,0.449,Won,0,Medium
48c82037-ba34-426e-954d-2bb4bf791f82,Andhra Pradesh,C0007,Panchkula,2,2024-04-27T22:08:42.910025+05:53,Orinder Sundaram,TMC,Female,42,Post-Graduate,5,1.87,0.27,0.31,33192,0.3627,0.3528,0.2941,298654,183591,53402,236993,79.35,0.1289,0.5125,1,0.7935,0.5994,0.4006,0.2253,0.2683,0.2346,0.2449,False,0.1921,0.4357,0.3978,0.136,0.2058,0.2733,Cyber Intrusion,Network Firewall,0.8564,0.5532,0.2608,-0.0101,0.0,32.5,0.1411,EVM-NC506ORZ,409.0,3,0.2388,30.353,35.611,E,0.4346,0.2599,Lost,1,Medium
d3766a0b-5e32-4667-8500-907ecddcc21a,Uttar Pradesh,C0414,Kota,7,2024-06-01T01:31:40.112523+05:53,Anya Lalla,CPM,Female,45,Post-Graduate,0,6.02,0.25,0.84,43180,0.5976,0.6102,0.3692,69774,48333,2500,50833,72.86,0.09,0.1452,4,0.7286,0.4798,0.5202,0.0492,0.4447,0.4471,0.4282,True,0.64,0.3297,0.6968,0.6753,0.5248,0.191,Cyber Intrusion,AI Monitoring,1.0,0.6496,0.5765,-0.0213,0.1135,9.0,0.489,EVM-HA979GCZ,346.2,5,0.1333,97.128,16.308,A,1.0,0.406,Won,1,Medium
84ce0280-80e6-45d1-9202-232ee3e28f8a,Bihar,C0368,Bareilly,1,2024-04-19T21:26:01.847847+05:53,Suhani Solanki,TMC,Male,51,Graduate,0,1.02,0.28,0.16,62432,,0.4893,0.4538,44372,27740,2163,29903,67.39,0.0024,0.1562,9,0.6739,0.2428,0.7572,0.0723,0.3774,0.1961,0.3073,False,0.2224,0.3542,0.6093,0.1072,0.1324,0.1673,Cyber Intrusion,Network Firewall,0.7516,0.5733,0.1406,0.0225,0.0,74.3,0.0923,EVM-LK605DEE,301.6,1,0.226,36.036,67.092,A,0.0655,0.4566,Lost,0,Medium
0abe8ee8-465a-4936-b186-070712abc1a7,West Bengal,C0088,Dhule,7,2024-06-01T05:39:56.974771+05:53,Wishi Pai,DMK,Male,56,10th Pass,2,0.68,0.19,0.22,45849,0.5484,0.4786,0.6658,113557,64260,3905,68165,60.03,0.0745,0.0789,5,0.6003,0.6334,0.3666,0.0573,0.4975,0.4255,0.4464,True,0.5991,0.4261,0.677,0.6488,0.5023,0.1838,Cyber Intrusion,Network Firewall,1.0,0.7381,0.2459,0.0104,0.0255,25.3,0.4089,EVM-GV549JQI,246.0,2,0.1932,60.045,51.736,C,0.7256,0.4966,Lost,1,High
edd88fef-97da-45ab-9380-e1770575c63a,Andhra Pradesh,C0529,Tadepalligudem,7,2024-06-01T16:07:14.262734+05:53,Aadhya Dutt,BSP,Male,64,Graduate,3,4.85,1.04,1.08,36508,0.8428,0.6342,0.7609,168410,118632,9709,128341,76.21,0.1211,0.0809,3,0.7621,0.3971,0.6029,0.0757,0.2641,0.2097,0.1608,False,0.1791,0.2568,0.2596,0.1032,0.4582,0.1133,Cyber Intrusion,CCTV Deployment,1.0,0.6317,,0.0103,0.0189,76.7,0.2157,EVM-RH006KRH,515.9,3,0.1517,62.94,58.01,E,0.0,0.2813,Won,0,Medium
c0aa1de9-ab73-4d74-8c68-a0055ad1ab4b,Madhya Pradesh,C0018,Bihar Sharif,1,2024-04-19T12:29:25.304465+05:53,Jagdish Viswanathan,BJP,Male,51,Doctorate,0,1.41,0.45,0.18,2839,0.309,0.5145,0.7691,185866,102873,2013,104886,56.43,0.1167,0.1641,1,0.5643,0.781,0.219,0.0192,0.3717,0.3324,0.3532,True,0.6229,0.3628,0.4149,0.6624,0.1422,0.17,Cyber Intrusion,Network Firewall,0.6731,0.5675,0.1699,0.034,0.0,39.9,0.1896,EVM-QR392PJS,391.8,4,0.3687,72.781,24.891,E,0.5347,0.4792,Won,1,Medium
6dba5cf9-0ba1-4cfd-bae8-33c1f3f7cc29,Maharashtra,C0340,Kota,7,2024-06-01T09:58:42.845621+05:53,Sai Yohannan,BJP,Male,51,Graduate,3,1.82,0.73,0.32,3022,0.4654,0.4457,0.5683,146917,89443,1330,90773,61.79,0.0722,0.1217,3,0.6179,0.1925,0.8075,0.0147,0.378,0.3861,0.3452,True,0.5142,0.3802,0.3024,0.607,0.5022,0.1309,Cyber Intrusion,Network Firewall,1.0,0.7571,0.1708,-0.0344,0.1035,40.6,0.3715,EVM-JJ882IGK,518.5,4,0.2286,,48.717,B,0.4307,0.3772,Lost,1,Medium
1b1ba2c4-05af-4acf-a435-c2c6bcf8b892,Bihar,C0216,Malegaon,7,2024-06-02T18:16:50.738677+05:53,Manthan Setty,SP,Male,61,Post-Graduate,0,0.43,0.12,0.02,6276,0.6203,0.6766,0.7244,84370,58500,7329,65829,78.02,0.1543,0.1137,6,0.7802,0.6037,0.3963,0.1113,0.3006,0.276,0.2116,False,0.2201,0.3175,0.3753,0.1557,0.5744,0.1916,Cyber Intrusion,AI Monitoring,1.0,0.6203,0.2866,0.0196,0.0969,176.1,0.3037,EVM-RK201SVG,227.4,2,0.1811,99.149,44.169,C,0.1869,0.3881,Won,0,Medium
e743b00d-7d1f-4cf1-a6b1-24dc7d3de631,Andhra Pradesh,C0501,Dhule,3,2024-05-07T08:48:52.145510+05:53,Niharika Chandran,NCP,Male,39,12th Pass,1,,0.51,0.24,72161,,0.6055,0.3467,127621,89077,11612,100689,78.9,0.1169,0.3833,6,0.789,0.4648,0.5352,0.1153,0.2773,0.2124,0.2375,False,0.2112,0.4596,0.3853,0.1303,0.1871,0.1393,Cyber Intrusion,Real-time Audit,0.8298,0.5539,0.2646,-0.0313,0.0,32.2,0.1451,EVM-OA840AMS,309.8,2,0.1414,66.444,66.255,A,0.2378,0.168,Won,1,Medium
28aed1cb-fbde-47d0-a1d2-71c559b39f95,Karnataka,C0401,Sri Ganganagar,2,2024-04-27T19:03:43.043137+05:53,Noah Ray,JDU,Male,65,12th Pass,0,1.52,0.79,0.51,209318,0.5982,0.6491,0.1933,112847,73681,5229,78910,69.93,0.0349,0.2674,8,0.6993,0.3285,0.6715,0.0663,0.2118,0.1503,0.1544,False,0.1489,0.3179,0.3157,0.0867,0.1169,0.0801,Cyber Intrusion,Network Firewall,0.8575,0.5081,0.1563,-0.064,0.0,37.9,0.0886,EVM-PC333ZNA,245.6,2,0.1148,95.402,39.557,A,0.2579,0.0936,Won,0,Low
d821ef63-4cc5-4b83-9c7e-494071c1e36f,Uttar Pradesh,C0498,Bhilai,1,2024-04-20T11:40:10.922350+05:53,Chakradhar Jayaraman,TMC,Male,37,Graduate,0,5.63,1.7,0.55,2415,0.2548,0.4549,0.3819,124405,81045,4082,85127,68.43,0.0111,0.2684,5,0.6843,0.6906,0.3094,0.048,0.3852,0.3742,0.4215,True,0.6293,0.4666,0.5082,0.7073,0.1858,0.1889,Cyber Intrusion,Multi-layer Encryption,0.7355,0.553,0.3839,0.0382,0.0,220.3,0.2087,EVM-TC783LDA,320.3,3,0.191,94.457,63.892,A,0.3157,0.2825,Won,0,Medium
ab6902ce-cfbe-4bab-8ff6-5a8d6adf6cc2,Jharkhand,C0225,Raiganj,6,2024-05-25T06:55:42.387879+05:53,Tanmayi Manda,RJD,Male,46,Doctorate,5,0.84,0.16,0.19,3539,0.6232,0.4921,0.3593,40000,19974,4362,24336,60.84,0.0886,0.2996,5,0.6084,0.1306,0.8694,0.1793,0.4478,0.4492,0.445,True,0.5211,0.4269,0.4263,0.6382,0.502,0.2497,Cyber Intrusion,Multi-layer Encryption,1.0,0.7121,0.3328,-0.0287,0.1669,43.8,0.4571,EVM-PF009ABZ,224.0,1,0.1374,51.146,47.299,E,0.0695,0.4843,Lost,0,High
c44824e1-2c24-4311-813d-445821eb2d2a,Telangana,C0085,Pimpri-Chinchwad,1,2024-04-20T08:27:00.661316+05:53,Vedika Kala,JDU,Male,60,12th Pass,0,2.92,1.51,0.76,4156,0.2774,0.5591,0.3053,146820,112302,2409,114711,78.13,0.1112,0.0944,4,0.7813,0.5827,0.4173,0.021,0.2412,0.3006,0.3155,True,0.5836,0.5458,0.2617,0.6433,0.2152,0.1166,Cyber Intrusion,Network Firewall,0.8613,0.5209,0.1982,-0.0247,0.0,10.3,0.1752,EVM-DL316EQO,480.4,2,0.4173,98.143,,D,0.1699,0.1721,Lost,0,Medium
f751c2dc-3945-4f5f-a522-5056bbae082a,Andhra Pradesh,C0132,Ongole,3,2024-05-07T13:35:28.723716+05:53,Jalsa Borde,SP,Male,38,Graduate,1,32.3,12.99,4.83,1019165,0.6594,0.6626,0.5133,138711,97154,5584,102738,74.07,0.0855,0.6745,7,0.7407,0.5368,0.4632,0.0544,0.2232,0.2209,0.1438,False,0.1493,0.1835,0.4378,0.1089,0.1118,0.1481,Cyber Intrusion,Multi-layer Encryption,0.8555,0.5493,0.4525,-0.0833,0.0,49.6,0.1941,EVM-TP020UJC,172.1,2,0.1288,29.422,39.631,B,0.3366,0.1706,Lost,0,Medium
2a7485bb-3f63-4c57-b040-850338e3e899,Uttar Pradesh,C0236,Warangal,5,2024-05-20T17:33:16.232494+05:53,Kevin Datta,RJD,Male,62,Below 10th,1,,4.42,1.36,131398,0.4989,0.5346,0.2277,107443,69720,12652,82372,76.67,0.1027,0.187,12,0.7667,0.2259,0.7741,0.1536,0.3412,0.2997,0.2987,False,0.2538,0.3462,0.5798,0.171,0.524,0.2657,Cyber Intrusion,AI Monitoring,1.0,0.6118,0.224,0.0154,0.2327,44.6,0.2924,EVM-WS781VPN,248.9,0,0.0882,32.521,30.975,B,0.3504,0.4019,Lost,1,Medium
c912b3a2-cb72-44d6-a03d-cd52382b3bda,Telangana,C0300,Chinsurah,3,2024-05-08T12:18:16.171643+05:53,Sai Loke,AAP,Male,56,Post-Graduate,1,5.03,1.55,1.07,2247,0.4294,0.5228,0.5907,68428,41767,11334,53101,77.6,0.1045,0.0969,7,0.776,0.268,0.732,0.2135,0.3648,0.2654,0.3022,True,0.4431,0.1551,0.2358,0.5023,0.0782,0.2383,Cyber Intrusion,Voter Education Drive,0.8143,0.535,,0.0769,0.0,28.0,0.1978,EVM-GA457LKX,,1,0.3009,54.318,56.126,C,0.0741,0.3383,Won,0,Medium
e9df4ca1-aed2-476d-b080-49a477d79a95,Kerala,C0505,Bokaro,5,2024-05-20T19:21:19.264348+05:53,Kalpit Madan,BSP,Male,55,Graduate,7,1.18,0.29,0.26,18099,0.6847,0.5557,0.1605,210169,133542,5253,138795,66.04,0.0161,0.1782,3,0.6604,0.2397,0.7603,0.0379,0.1954,0.2031,0.1824,False,0.1127,0.3182,0.2218,0.0621,0.4588,0.0471,Cyber Intrusion,Multi-layer Encryption,1.0,0.6308,0.2971,0.0095,0.0221,111.1,0.2005,EVM-XF294KXU,178.0,1,0.1205,50.024,,C,0.3258,0.3085,Lost,0,Medium
9e9a1148-3b0c-45e7-8088-435201aad9f0,Uttar Pradesh,C0487,Tiruppur,4,2024-05-13T07:53:05.953904+05:53,Nathaniel Subramanian,SAD,Male,41,Graduate,2,4.92,0.84,1.32,64307,0.322,0.4233,0.3626,180923,121094,15842,136936,75.69,0.0885,0.0355,3,0.7569,0.5548,0.4452,0.1157,0.263,0.1925,0.2716,False,,0.6107,0.4078,0.2371,0.2189,0.1938,Cyber Intrusion,Network Firewall,0.9924,0.6234,0.0978,,0.0,19.1,0.1267,EVM-VY898LAQ,352.6,4,0.2182,21.136,40.811,E,0.1482,0.322,Lost,0,Medium
381c707e-f57e-4a84-86c6-30fc39c35566,Uttar Pradesh,C0084,Bulandshahr,5,2024-05-21T13:12:13.737806+05:53,Ansh Kaul,TRS,Male,63,Doctorate,0,204.79,24.43,65.87,33445,0.2745,0.5001,0.2842,407827,272149,21225,293374,71.94,0.0476,0.1206,5,0.7194,0.338,0.662,0.0723,0.3328,0.283,0.2584,False,0.2231,0.5461,0.6094,0.1652,0.566,0.2014,Cyber Intrusion,Network Firewall,0.9797,0.6334,0.251,-0.0041,0.0075,52.5,0.2744,EVM-NK031HLL,309.3,4,0.1684,16.754,47.093,C,0.1837,0.1818,Won,1,Medium
6ffad034-71fe-4778-b048-08a9b6c7d3fb,Maharashtra,C0407,Dehradun,4,2024-05-13T03:53:31.041958+05:53,Amara Gill,BJP,Male,59,Below 10th,1,0.72,0.02,0.27,54335,0.6226,0.6572,0.5552,109031,71221,6947,78168,71.69,,0.0849,3,0.7169,0.3606,0.6394,0.0889,0.3216,0.317,0.3534,True,0.5898,0.6513,0.2865,0.6277,0.2307,0.093,Cyber Intrusion,Multi-layer Encryption,1.0,0.6492,0.4263,-0.0537,0.0,5.7,0.2346,EVM-ZU672BQD,1012.5,1,0.4328,15.894,56.523,E,0.1177,0.3242,Won,0,Medium
7cad1e25-1a2f-409b-9bdd-d523b77a095d,Maharashtra,C0360,Hazaribagh,3,2024-05-08T12:51:52.288147+05:53,Eshana Kapoor,BSP,Male,47,12th Pass,0,0.36,0.02,0.07,5101,0.4592,0.5519,0.627,47378,27798,1502,29300,61.84,0.2086,0.0184,5,0.6184,0.5061,0.4939,0.0513,0.3451,0.3109,0.3519,True,0.4861,0.4477,0.2202,0.6575,0.1952,0.1539,Cyber Intrusion,Multi-layer Encryption,0.9453,0.595,0.1895,0.0164,0.0,39.6,0.2314,EVM-KZ213TQB,355.3,2,0.1476,3.632,48.561,A,0.5967,0.2597,Won,1,Medium
e1af0bf3-6683-4bd6-948c-d1e7e4d556e6,Uttar Pradesh,C0370,Hindupur,4,2024-05-14T00:09:48.774562+05:53,Lila Mittal,AAP,Male,53,Post-Graduate,6,0.99,0.43,0.33,200444,0.3973,0.3956,0.4409,226301,167497,1431,168928,74.65,0.118,0.0404,3,0.7465,0.4088,0.5912,0.0085,0.3931,0.3294,0.4152,True,0.5716,0.442,0.428,0.6495,0.207,0.1793,Cyber Intrusion,Network Firewall,0.9559,0.6289,0.3714,-0.0212,0.0,13.1,0.3275,EVM-DC099KKC,180.0,0,0.3018,54.723,63.026,D,0.2613,0.3612,Lost,0,Medium
ff901dd5-8910-49ad-ac9c-7f226526c5cd,Kerala,C0385,Pondicherry,4,2024-05-14T23:43:57.629328+05:53,Rushil Nagarajan,YSRCP,Female,60,12th Pass,0,0.11,0.03,0.04,59155,0.5221,0.6078,0.439,265536,133635,7010,140645,52.97,0.1694,0.4777,7,0.5297,0.0384,0.9616,0.0498,0.2521,0.3403,0.2965,True,0.513,0.2323,0.2456,0.5884,0.1171,0.1468,Cyber Intrusion,AI Monitoring,0.9193,0.6231,0.4638,0.0523,0.0,289.0,0.3207,EVM-DF215VDE,94.2,1,0.2161,0.512,34.895,C,0.0,0.2332,Won,0,Medium
370fc788-fd3b-429a-bae8-045844b883a5,Madhya Pradesh,C0110,Unnao,4,2024-05-14T20:13:29.657585+05:53,Qabil Sawhney,DMK,Female,55,Graduate,0,1.33,0.11,0.17,15486,,0.6718,0.5552,176078,53867,40226,94093,53.44,0.1421,0.2933,5,0.5344,0.158,0.842,0.4275,0.3742,0.2056,0.3488,False,0.2703,0.2609,0.3705,0.0544,0.1694,0.5598,Cyber Intrusion,Multi-layer Encryption,0.9986,0.7007,0.3593,-0.0663,0.0,69.2,0.1691,EVM-TH238YMZ,124.4,2,0.1167,15.7,55.005,D,0.4562,0.3384,Won,0,Medium
ee49c30d-14ca-47cf-b477-a97378e4783c,Tamil Nadu,C0147,Munger,2,2024-04-27T16:16:08.545344+05:53,Ishani Ganesan,JDU,Male,50,12th Pass,3,3.08,0.28,1.07,9849,0.5197,0.4665,0.4306,43641,27275,4029,31304,71.73,0.0531,0.2358,5,0.7173,0.3742,0.6258,0.1287,0.3423,0.3257,0.3024,True,0.5304,0.188,0.3167,0.5958,0.1445,0.1248,Cyber Intrusion,Multi-layer Encryption,0.838,0.5843,0.1685,-0.0106,0.0,73.5,0.2297,EVM-TG621SGF,305.7,1,0.2289,27.025,84.732,D,0.359,0.3,Lost,0,Medium
658db036-3095-4e27-8501-fca0ea7f3cf5,Tamil Nadu,C0061,Rourkela,2,2024-04-27T15:25:12.925833+05:53,Veda Nigam,SP,Male,51,Post-Graduate,0,3.17,0.87,0.3,4478,0.8392,0.5878,0.559,191905,103225,8949,112174,58.45,0.0959,0.0317,8,0.5845,0.6985,0.3015,0.0798,0.161,0.1275,0.1674,False,0.2725,0.4648,0.2039,0.1607,0.1629,0.1061,Cyber Intrusion,Rapid Response Team,0.7724,0.5005,0.1525,0.0313,0.0,14.6,0.0871,EVM-XB523GFY,329.4,3,0.1124,36.236,18.057,A,0.8701,0.1884,Won,1,Medium
6668e749-263a-42aa-8c1b-a56fe14fb0e8,Tamil Nadu,C0138,Noida,2,2024-04-26T08:35:22.299357+05:53,Januja Seth,BJP,Male,54,Post-Graduate,2,2.07,0.25,0.38,178010,0.6645,0.6432,0.5102,216145,161571,4650,166221,76.9,0.1097,0.1051,4,0.769,0.1988,0.8012,0.028,0.3021,0.2984,0.3047,True,0.4819,0.2061,0.3262,0.6354,0.1241,0.1236,Cyber Intrusion,Network Firewall,0.7981,0.5738,0.5566,0.0289,0.0,17.1,0.198,EVM-PD509LVJ,263.8,1,0.2942,5.546,51.666,A,0.2129,0.2871,Lost,0,Medium
64eac28b-ddd3-4075-b7e9-36a610a743ab,Bihar,C0455,Kurnool,7,2024-06-02T23:39:53.705161+05:53,Indali Mahajan,TMC,Male,61,Graduate,4,1.8,1.06,0.71,223235,0.1655,0.5121,0.4275,357596,272864,15586,288450,80.66,0.1878,0.4972,2,0.8066,0.2751,0.7249,0.054,0.4966,0.57,0.5107,True,0.7183,0.839,0.5244,0.783,0.6665,0.2417,Cyber Intrusion,Multi-layer Encryption,1.0,0.7828,0.3792,-0.0419,0.0572,64.9,0.5815,EVM-DA553GJX,374.8,1,0.2589,60.351,59.49,E,0.8995,0.3993,Lost,1,High
1c334e34-2303-4275-942f-157ab1fa73d7,Uttar Pradesh,C0410,Gulbarga,6,2024-05-25T22:31:46.576749+05:53,Priya Bhat,CPM,Male,55,Post-Graduate,2,5.61,1.41,0.52,2839,0.4431,0.4534,0.6709,106860,56003,30229,86232,80.7,,0.355,5,0.807,0.5837,0.4163,0.3506,0.3794,0.3497,0.3453,False,0.3466,0.6112,0.6221,0.2048,0.5571,0.4487,Cyber Intrusion,Multi-layer Encryption,1.0,0.6422,0.0809,-0.028,0.1499,25.2,0.3794,EVM-GH297XLW,,2,0.1516,93.542,34.608,A,0.8344,0.2012,Lost,1,Medium
e728bd48-567f-49bb-9cef-26c72b97eacb,Telangana,C0319,Vellore,5,2024-05-21T03:28:19.329055+05:53,Abeer Balan,NCP,Male,50,Graduate,1,2.65,0.58,0.31,71981,0.2315,0.5482,0.5454,372859,234912,29838,264750,71.01,0.0542,0.0649,2,0.7101,0.4653,0.5347,0.1127,0.288,0.2054,0.2071,False,0.146,0.1982,0.2142,0.0602,0.4608,0.1486,Cyber Intrusion,AI Monitoring,1.0,0.6405,0.5624,0.0347,0.0555,92.3,0.1812,EVM-CF816FIY,103.6,1,0.1934,58.044,62.347,B,0.6711,0.3325,Lost,0,Low
e9c2409e-76f4-4d19-9b2f-26e729be4e23,Maharashtra,C0516,Kishanganj,1,2024-04-19T05:41:07.894564+05:53,Manbir Dhawan,RJD,Male,30,Post-Graduate,0,1.84,0.53,0.66,700,0.6136,0.6209,0.4838,180078,87370,6730,94100,52.26,0.1626,0.2152,2,0.5226,0.432,0.568,0.0715,0.3177,0.3216,0.3551,True,0.4684,0.3363,0.5062,0.6381,0.1496,0.1223,Cyber Intrusion,Biometric Auth,0.7233,0.4999,0.1342,-0.0009,0.0,86.4,0.1514,EVM-IW587QDU,264.4,3,0.209,43.92,53.528,C,0.4786,0.3896,Won,0,Medium
0e3a39ec-5047-4b20-a862-0f27a15b3fee,Jharkhand,C0309,Berhampore,5,2024-05-20T12:13:08.164299+05:53,Siddharth Bains,CPM,Male,69,Post-Graduate,3,,0.27,0.41,4464,0.6335,0.5023,0.4116,200773,82306,4091,86397,43.03,0.2841,0.1202,2,0.4303,0.3194,0.6806,0.0474,0.443,0.4416,0.4718,True,0.5496,0.5442,0.4801,0.6725,0.5775,0.209,Cyber Intrusion,Network Firewall,1.0,0.7341,0.1168,-0.0114,0.0906,92.5,0.4335,EVM-JB652GTA,179.2,3,0.2263,29.349,69.035,D,0.2614,0.4545,Won,1,High
